,age,race,earnwke,employed,unemployed,married,union,ne_states,so_states,ce_states,we_states,government,private,self,educ_lths,educ_hs,educ_somecol,educ_aa,educ_bac,educ_adv,female
1094,34,2,769,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1096,33,1,"1192,3",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1097,56,1,143,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1098,39,1,1366,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1099,40,1,720,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1100,43,1,961,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1101,44,1,673,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1102,60,1,"1096,15",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1103,49,1,"730,76",1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1104,36,1,"1442,3",1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1105,47,1,961,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
1106,49,3,633,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1107,37,1,"961,53",1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1108,34,1,1505,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
1109,20,1,600,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1110,41,1,"687,5",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1111,41,1,"1346,15",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1112,36,1,1250,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1113,34,1,1000,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1114,30,1,1100,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1115,47,1,1905,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1116,39,1,1000,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
1117,51,3,850,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1118,19,3,150,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
1119,42,1,817,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1120,38,1,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1121,49,1,"2884,61",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1122,47,2,350,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1123,52,3,600,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1124,19,3,105,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1125,49,1,"826,92",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1126,40,1,"769,23",1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1127,31,1,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1128,47,1,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1129,46,1,1115,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1130,45,1,270,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1131,63,1,,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1132,58,1,"509,53",1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1133,20,1,250,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1134,38,1,"615,38",1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1135,45,1,"538,46",1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1136,47,1,442,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1137,45,1,440,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1138,23,1,1400,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1139,23,1,380,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1140,49,1,800,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1141,47,1,1500,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1142,22,2,50,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1143,21,2,195,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1144,41,1,,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1145,28,1,"1019,23",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1146,26,1,"903,84",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1147,38,1,620,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1148,61,1,"942,3",1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1149,61,1,,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1150,21,1,270,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1151,45,1,360,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1152,49,1,1250,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
1153,36,1,"2211,53",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1154,59,1,850,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1155,20,1,266,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1156,29,1,1250,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1157,47,1,"961,53",1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1158,44,1,"1153,84",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1159,36,1,50,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1160,40,1,300,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1161,22,1,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1162,47,1,"1730,76",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1163,48,1,"846,15",1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1164,40,1,"865,38",1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1165,24,1,"256,5",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1166,39,1,880,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1167,32,1,304,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1168,55,1,,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1169,63,1,1057,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1170,29,1,"461,53",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1171,55,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
1172,35,1,"1846,15",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1173,40,1,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1174,47,1,125,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1175,37,1,"379,6",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1176,53,1,600,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1177,39,1,"784,61",1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1178,58,1,"2019,23",1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1179,48,1,"1826,92",1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1180,30,1,,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1181,31,1,500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1182,40,1,"684,4",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1183,38,1,,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1184,20,2,"176,75",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1186,43,2,250,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1187,45,1,"1634,61",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1188,34,1,"1730,76",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1189,58,1,"961,53",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1190,23,1,"846,15",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
1191,27,1,"903,84",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
1192,25,1,"673,07",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1193,47,1,1750,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1194,48,1,680,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1195,33,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1196,33,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
1197,46,2,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1198,46,2,530,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1199,41,1,"846,5",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1200,24,1,300,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1201,23,1,300,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1202,60,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1203,40,1,"1634,61",1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1204,39,1,600,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1206,52,1,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1207,51,1,846,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1208,59,1,"2115,38",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1209,57,1,"1471,15",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1210,27,1,720,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1211,49,1,"906,78",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1212,38,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1213,37,1,"1538,46",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1214,34,1,"134,61",1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1215,34,1,"1442,3",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1216,38,1,"1180,8",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1217,35,1,"1846,15",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1218,34,1,"1755,1",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1219,23,1,352,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1220,20,1,182,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1221,42,1,1653,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1222,35,1,961,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
1223,42,1,2280,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1224,38,1,1200,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1225,37,1,"961,53",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1226,44,1,1923,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1227,38,1,1538,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1228,59,1,"2884,61",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1229,59,1,150,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1230,57,2,500,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1231,33,1,"563,2",1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1232,46,1,522,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1233,51,1,920,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1234,59,1,2000,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1235,21,1,360,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1236,18,1,380,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1237,25,1,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1238,42,2,700,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1239,43,1,673,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
1240,60,1,640,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1241,63,3,1225,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1242,41,1,"1634,61",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1243,38,1,1250,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1244,42,1,200,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1245,54,1,900,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1246,59,1,,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1247,55,1,51,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1248,33,3,700,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1249,33,1,350,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1250,36,1,"624,4",1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1251,29,1,"649,6",1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1252,46,1,,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1253,38,1,"1865,38",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1254,32,1,426,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1255,54,2,"769,23",1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1256,50,1,865,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1257,45,1,300,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1258,49,1,"1923,07",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1259,36,1,30,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1260,59,1,894,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1261,31,1,1153,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1262,34,1,538,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
1263,36,1,1026,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1264,24,3,320,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1265,47,3,480,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1266,46,1,"2884,61",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1267,35,1,"1519,23",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1268,60,1,600,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1269,61,1,692,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1270,36,1,700,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1271,47,1,1015,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1272,26,1,"153,84",1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1273,26,1,"576,92",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1274,55,1,"790,8",1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1275,47,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1276,39,1,720,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1277,60,1,"747,6",1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1278,60,1,560,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1279,47,1,480,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1280,46,1,,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1281,36,1,2307,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1282,37,3,1300,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1283,35,1,"646,4",1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1284,35,1,300,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1285,62,1,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1286,60,1,1346,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1287,43,3,1220,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1288,21,2,117,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1289,42,3,"604,6",1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1290,45,1,"1115,38",1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1292,58,1,400,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1293,42,1,1236,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1294,36,1,"444,4",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1295,28,1,"161,6",1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1296,19,1,96,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1297,24,1,1000,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1298,52,1,1000,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
1299,41,3,400,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1300,43,3,865,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1302,57,1,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1303,61,1,300,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1304,29,3,1200,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1305,33,1,"573,07",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1307,36,1,1000,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1308,48,1,800,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1309,55,1,1300,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1310,55,1,"846,15",1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1311,53,1,1040,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1312,53,1,500,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1313,61,1,"384,61",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1314,47,1,900,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1315,27,1,500,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1316,25,1,560,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1317,26,1,330,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1318,23,1,1057,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1319,40,1,325,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1320,42,1,"1826,92",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1321,20,1,"537,25",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1322,28,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1323,41,1,1400,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1324,43,1,970,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1325,32,1,"2884,61",1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1326,52,1,85,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1327,45,1,"1334,4",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1328,35,1,"960,64",1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1329,37,2,"346,15",1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1330,29,1,711,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1331,26,1,509,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1332,60,1,555,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1333,38,1,1096,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1334,28,1,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1335,61,1,1826,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1336,62,1,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1338,21,1,380,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1339,32,1,619,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1340,51,1,"865,38",1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1341,54,1,1000,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1342,52,2,"924,8",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1343,33,1,"807,69",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1344,28,1,"730,76",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1345,50,1,"320,64",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1346,62,1,"1307,69",1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1347,59,1,"769,23",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1348,41,2,"1345,38",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
1349,42,1,"2884,61",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1350,39,1,"1442,3",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
1351,38,1,830,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1352,38,1,1884,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1354,48,1,625,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1355,25,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1356,56,1,"2884,61",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1357,36,1,"673,07",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1358,50,1,980,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1359,41,1,961,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1360,31,1,1000,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1361,58,1,"1288,46",1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1362,53,1,"1076,92",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
1363,61,1,504,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1364,22,1,320,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1365,29,1,760,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1367,54,1,"128,3",1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1368,38,1,720,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1369,28,1,400,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1370,57,3,"1610,8",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1371,46,1,"788,46",1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1372,56,1,1054,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1373,57,1,1000,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
1374,55,3,"865,38",1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1375,48,1,99,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1376,59,1,1153,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1377,46,2,,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1378,46,3,800,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1379,35,1,600,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1380,55,3,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1381,51,3,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
1382,55,1,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1383,60,1,1440,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1384,47,1,,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1385,47,1,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1386,41,1,"46,15",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1388,61,1,"581,75",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
1389,40,1,"1153,84",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1390,46,1,640,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1391,37,1,"2007,69",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1392,59,2,"1115,38",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
1393,38,3,"1730,76",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1394,37,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1395,62,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1397,51,1,"1165,2",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1399,35,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1400,31,1,"807,69",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1401,35,3,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1402,46,1,"1057,69",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1403,43,3,804,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1404,43,1,,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1405,55,1,"1057,69",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
